Título do Livro,Autor,Quantidade de Páginas,Tempo de Leitura,Nota Média,Leram,Lendo,Querem,Relendo,Abandonos,Resenhas,Favoritos,Avaliaram
O pequeno principe -,Antoine de Saint - Exupéry,96 páginas,3h 12m,4.4,1648,44,576,12,30,73,34,378
O livro da forma e do vazio -,Ruth Ozeki,590 páginas,19h 40m,3.8,41,8,619,0,7,4,4,19
O Jardim Secreto -,Frances Hodgson Burnett,324 páginas,10h 48m,4,390,51,1033,1,22,22,11,90
O Complexo De Atlas (A Sociedade De Atlas #3) -,Olivie Blake,512 páginas,17h 4m,3,158,42,1058,0,9,28,4,94
O caso Altamira - As investigações dos meninos emasculados,Ivan Mizanzuk,516 páginas,17h 12m,4.5,89,18,558,2,5,12,6,60
O Caibalion - Edição de Luxo,Três Iniciados,112 páginas,3h 44m,4.2,156,61,778,5,12,10,3,37
O algoritmo de Deus - o mapa para a conquista da vida longa e saudável enfim revelado,Rodolfo Tamborin,128 páginas,4h 16m,4,20,27,881,1,4,1,0,3
Neuroconexões - Como a inteligência emocional e social geram prosperidade e riqueza,"Janguiê Diniz, Stanley Bittar",320 páginas,10h 40m,3.5,11,6,359,1,2,1,1,2
Naquela Véspera  de Natal (Natal 2024) -,LP Dover,174 páginas,5h 48m,3.8,28,6,273,0,0,6,1,14
Na linha do horizonte está escrito um universo -,Lucianno di Mendonça,208 páginas,6h 56m,3.8,27,16,898,0,3,5,2,12
Minecraft: A coleção definitiva de guias -,Mojang AB,480 páginas,16h 0m,3.6,41,8,212,1,1,2,0,11
Minecraft | Almanaque 2025 -,Mojang AB,72 páginas,2h 24m,5,14,3,79,0,0,0,1,2
Meia Ceia em Paris (Natal 2024) -,Raffa Fustagno,73 páginas,2h 26m,4,41,3,403,0,5,16,3,23
"Mãe e mãe, me contem a minha história? - (Tesouros de família)",Elma Van Vliet,176 páginas,5h 52m,0,5,5,80,0,4,0,1,0
Lilo & Stitch – ‘Ohana Quer Dizer Família: Reflexões Sobre O Dia A Dia -,Denise Shimabukuro,64 páginas,2h 8m,4.4,109,25,816,2,9,23,8,69
O Palhaço no Milharal 2: Frendo Vive -,Adam Cesare,384 páginas,12h 48m,3.4,108,12,417,2,7,34,5,81
Enrolados às avessas (Twisted Tales #5) -,Liz Braswell,400 páginas,13h 20m,4,162,66,2062,4,15,31,19,110
Encontro às Cegas (Natal 2024) -,Paula Toyneti Benalia,94 páginas,3h 8m,2.9,74,7,926,3,5,10,0,32
Ele Não Estava na Lista (Natal 2024) -,Cristina Melo,108 páginas,3h 36m,3.7,104,6,1467,5,4,16,1,43
Doce Natal (Natal 2024) -,Micalea Smeltzer,38 páginas,1h 16m,4.1,22,3,93,0,0,4,0,15
Devocional Florescer: Deixe o amor de Deus brotar em cada devocional -,Tati Soeiro,384 páginas,12h 48m,0,7,13,237,0,3,0,1,0
Despertar - Como superar um relacionamento com uma pessoa narcisista,Ramani Durvasula,352 páginas,11h 44m,5,7,2,45,0,1,1,0,1
Com o coração nas nuvens -,Catherine Walsh,320 páginas,10h 40m,4.2,548,39,2170,3,14,107,36,394
Coisas óbvias sobre o amor (Duologia laranja-forte #2) -,Elayne Baeta,644 páginas,21h 28m,4.7,9320,2180,8036,49,288,2339,2230,6726
Cher - A autobiografia (Parte um),Cher,400 páginas,13h 20m,4.5,47,14,248,2,2,11,4,29
"Brasil e Mundo Árabe - Negócios, marketing e Diplomacia Econômica Ampliada",Rubens Hannun,400 páginas,13h 20m,0,3,2,69,1,1,0,0,0
Asas de Fogo (Asas de Fogo: em quadrinhos #3) - O reino escondido (em quadrinhos),Tui T. Sutherland,224 páginas,7h 28m,4.4,30,16,293,0,1,4,2,13
"As Novas Aventuras Do Homem- Aranha - Grandes Poderes, Grande Caos!","Claudio Sciarrone, Mario Del Pennino, Valentina Taddeo , Arancia Studio",64 páginas,2h 8m,4.1,50,11,250,0,3,3,2,4
Aquele Sentimento Natalino (Natal 2024) -,Hannah Bird,62 páginas,2h 4m,3.5,151,5,515,1,1,34,2,117
A queda de Hyperion (Cantos de Hyperion #2) -,Dan Simmons,688 páginas,22h 56m,4.4,243,29,630,0,2,40,22,179
What If: E se Loki fosse digno? -,Madeleine Roux,304 páginas,10h 8m,4,64,16,490,1,1,12,5,37
"Vício: o reino dos fantasmas famintos - Uma abordagem científica e compassiva sobre a dependência, suas origens e os caminhos para a recuperação",Gabor Maté,464 páginas,15h 28m,4.3,70,36,560,0,2,13,2,42
Viciados em drama - Curando a compulsão de gerar crise e caos,Scott Lyons,320 páginas,10h 40m,3.6,30,10,443,0,2,3,1,6
Uma casa para o Criador -,Camila Antunes,48 páginas,1h 36m,4.4,32,6,91,0,0,7,2,23
Um pressentimento funesto -,Agatha Christie,256 páginas,8h 32m,3.9,5834,112,4053,5,67,399,6,3210
Um dia -,Irena Freitas,32 páginas,1h 4m,0,8,0,18,0,2,1,0,0
Um café e um feitiço para viagem -,Nadia El-Fassi,252 páginas,8h 24m,3.4,402,40,954,1,24,118,13,322
Um animal selvagem -,Joël Dicker,400 páginas,13h 20m,4,2016,107,2522,0,15,459,73,1539
Um amor lindo demais -,Zhao Qianqian,512 páginas,17h 4m,3.2,383,143,2462,1,73,107,18,267
"Terapia na cozinha - Como a comida nutre o corpo, constrói memórias e transforma vidas","Arthur Guerra, Morena Leite",208 páginas,6h 56m,0,6,0,99,1,0,0,0,0
Sua culpa (Culpados #2) -,Mercedes Ron,384 páginas,12h 48m,3.7,3189,372,4227,25,150,348,92,1513
Star Wars: Trilha do engano (The High Republic) -,"Tessa Gratton, Justina Ireland",256 páginas,8h 32m,3.9,34,1,215,0,1,9,1,23
Spidey e seus amigos espetaculares (Vol 1) - Meu primeiro quadrinho! A Equipe Aranha Faz Tudo!,"Dario Calabria, Lucio De Giuseppe, Cristina Giorgilli, Cristina Stella, Arancia Studio",32 páginas,1h 4m,4.1,15,12,142,2,0,0,3,4
Sete verões -,Paige Toon,420 páginas,14h 0m,4,1082,71,1044,1,19,243,57,757
Sapatilhas de gelo -,Babi A. Sette,392 páginas,13h 4m,4.1,7284,490,12356,12,217,1432,137,5049
Sacramentadora (Os Relatos da Guerra das Tempestades #3) -,Brandon Sanderson,1536 páginas,2d 3h 12m,4.8,203,56,575,0,1,36,48,160
Rumo ao grande mistério [ebook] - Memórias,"Lisa Marie Presley, Riley Keough",240 páginas,8h 0m,4.3,246,17,538,1,1,50,1,187
Rumo ao grande mistério - Memórias,"Lisa Marie Presley, Riley Keough",219 páginas,7h 18m,4.3,245,18,538,1,1,50,18,186
Rei da Ganância (Reis do Pecado #3) -,Ana Huang,304 páginas,10h 8m,4.1,6857,289,6066,9,96,1126,287,4452
Prepare seu coração (Edição revista e atualizada) - Como prevenir a doença coronariana,Prof. Dr. Carlos Scherr,208 páginas,6h 56m,5,11,12,266,0,0,0,1,1
PRECISA DAR CERTO - Um guia para empreendedores reais,Nath Finanças,112 páginas,3h 44m,3.9,21,6,306,0,2,5,0,8
Powerful (Powerless #1.5) - Uma história do universo de Powerless,Lauren Roberts,192 páginas,6h 24m,4.4,3459,181,6298,3,45,917,318,2527
Playlist para um final feliz -,Abby Jimenez,352 páginas,11h 44m,4.1,6201,295,6242,4,123,1354,397,4696
Pequenas conquistas - Obras-primas em miniatura para colorir,Johanna Basford,80 páginas,2h 40m,4,15,5,193,0,0,0,1,2
Os mistérios do Universo -,Will Gater,224 páginas,7h 28m,4.6,126,65,678,3,8,24,11,66
O túmulo veloz (Cormoran Strike #7) -,Robert Galbraith,928 páginas,1d 6h 56m,4.7,591,40,553,1,0,141,69,441
O tempo entre costuras - Edição comemorativa 15 anos - Luxo,María Dueñas,480 páginas,16h 0m,4.2,51,10,277,1,3,9,3,27
O roubo em três atos (1 #Único) -,Paola Aleksandra,269 páginas,8h 58m,4,592,122,2708,0,33,182,45,485
O regresso à Vila dos Tecidos (A Vila dos Tecidos #4) -,Anne Jacobs,464 páginas,15h 28m,4.2,255,20,864,0,3,39,3,129
O que transforma a gente? - Breves reflexões para mudanças profundas,Beth Goulart,160 páginas,5h 20m,4.2,15,5,140,0,0,0,1,6
O que devemos ao futuro - Como as escolhas de hoje podem garantir o amanhã,William Macaskill,416 páginas,13h 52m,4,5,4,116,1,1,0,0,1
O Pequeno Príncipe - Livro pop-up,"Antoine Saint-Exupery, Louise Grieg",24 páginas,48m,4.5,972449,15558,213398,2899,5210,24803,5,313025
O Nobre Galanteador (Lordes Inesperados #2) -,Scarlett Scott,278 páginas,9h 16m,3.7,52,4,254,0,3,7,1,32
O músico -,Heloisa Prieto,192 páginas,6h 24m,0,3,3,62,0,0,0,0,0
O Livro do Bill - Versão Estendida -,Alex Hirsch,224 páginas,7h 28m,4.6,1716,318,3155,9,29,286,27,1049
O livro das maravilhas (Feéria Clássica) -,Lord Dunsany,192 páginas,6h 24m,4,71,10,429,0,2,15,3,48
O homem que acordou sozinho na terra -,Lucas Cassule,220 páginas,7h 20m,3.8,8,1,153,0,0,1,0,2
O Forjar das Sombras (Legado dos Caídos #2) -,Julie Hall,344 páginas,11h 28m,3.7,30,2,178,0,1,2,1,13
O deus e a raposa -,Sophie Kim,368 páginas,12h 16m,4.3,1761,335,5636,3,103,504,250,1388
Noturnos - Mergulhe no misterioso mundo dos monstros barulhentos!,Tom Fletcher,256 páginas,8h 32m,4.4,34,10,160,0,5,10,2,28
Noiva Inocente (Noivas Para Sempre #2) -,A.S. Fenichel,270 páginas,9h 0m,2.8,17,0,176,0,1,1,1,6
Noites de aurora -,"Jeff Zentner, Brittany Cavallaro",384 páginas,12h 48m,3.9,47,9,310,0,3,17,6,38
Único: O Despertar (As aventuras de Único #1) -,"Samuel Sattin, Osamu Tezuka, Gurihiru",224 páginas,7h 28m,4.3,79,6,168,0,1,16,7,60
Não é como nos filmes (Melhor do que nos filmes #2) -,Lynn Painter,416 páginas,13h 52m,4.3,64131,6133,33972,106,1295,12726,7291,42563
Nada disso é verdade -,Lisa Jewell,352 páginas,11h 44m,3.7,2457,101,3369,2,28,556,34,1840
Na fortaleza de espinhos (Feras #2) -,Ayana Gray,420 páginas,14h 0m,4.2,21,6,162,0,1,6,1,12
Murdle: Volume 2 (Murdle #2) -,G.T. Karber,400 páginas,13h 20m,4.4,80,65,695,2,4,7,3,51
Meu príncipe feroz (Confraria dos canalhas #2) -,Scarlett Scott,228 páginas,7h 36m,3.8,108,14,454,0,3,22,5,72
Me chamo Milagre - A fascinante história de uma menina superinteligente educada por um psicótico superdivertido,Augusto Cury,272 páginas,9h 4m,4.2,35,11,144,0,0,8,4,19
Linhas Desvanecidas (Cartel Carrera #2) -,Cora Kenborn,324 páginas,10h 48m,3.9,12,2,91,0,2,0,0,4
Jogo de corpo -,Elle Kennedy,300 páginas,10h 0m,3.1,2011,152,3518,2,102,341,25,1298
Isolado (Rebeldes de NOLA MC #2) -,K E Osborn,250 páginas,8h 20m,3.2,38,4,282,0,1,4,0,12
Irmandade de Duna (Escolas de Duna #1) -,"Brian Herbert, Kevin J. Anderson",640 páginas,21h 20m,4.2,151,30,826,1,4,17,6,79
Graça Queimada -,Margot Douaihy,336 páginas,11h 12m,3.6,29,1,232,0,8,9,1,26
Futuro do pretérito -,Lilian Dias,176 páginas,5h 52m,4,40,14,865,0,4,3,3,11
Fred e o anjo das coisas perdidas -,Lucinda Riley e Harry Whittaker,64 páginas,2h 8m,3.9,28,0,41,0,0,3,3,23
Fence: Posição de ataque (Fence #1) -,"C.S. Pacat, Sarah Rees Brennan",384 páginas,12h 48m,3.8,33,5,211,0,0,1,1,10
Feminismo para não feministas - Como o machismo machuca todo mundo,"Milly Lacombe, Paola Lins de Oliveira",160 páginas,5h 20m,4.1,45,11,315,0,5,9,2,24
Eu Sou Wandinha -,Random House,24 páginas,48m,3.7,42,30,472,1,1,6,8,19
Estavelmente instável -,Marcela Scheid,240 páginas,8h 0m,3.9,202,26,926,1,5,42,11,136
Espresso Fantasma -,Tiago Valente,238 páginas,7h 56m,3.5,1582,232,4035,4,119,507,51,1311
Dimitri (Immortals of New Orleans #6) -,Kym Grosso,280 páginas,9h 20m,3.8,19,1,75,0,0,2,0,7
De Marte à favela - Como a exploração espacial inspirou um dos maiores projetos de combate à pobreza do Brasil,"Aline Midlej, Edu Lyra",144 páginas,4h 48m,4.1,14,3,104,0,0,5,0,6
Daruma: Perseverança -,Monge Han,224 páginas,7h 28m,4.6,199,4,102,0,1,48,20,165
Credence - Edição Especial,Penelope Douglas,476 páginas,15h 52m,3.3,196,5,218,0,14,17,10,69
Corvos De Avalon (Ciclo De Avalon #6) -,Marion Zimmer Bradley,368 páginas,12h 16m,3.5,17,3,223,0,0,4,1,11
Conforto na escuridão - O poder do jiu-jitsu invisível,"Peter Maguire, Rickson Gracie",224 páginas,7h 28m,4.2,98,26,125,0,2,13,2,58
Comer Para Não Envelhecer - Conheça o poder dos alimentos capazes de retardar os efeitos do tempo na sua saúde,Michael Greger,736 páginas,1d 0h 32m,3.8,18,16,525,0,2,0,2,7
Chibineko - O restaurante das memórias inesquecíveis,Yuta Takahashi,176 páginas,5h 52m,4.1,1225,85,3116,1,12,336,80,932
Cavalheiro Partido (Clifton Forge #2) -,Devney Perry,308 páginas,10h 16m,3.8,19,2,63,0,0,0,0,8
Beauchamp Hall  -,Danielle Steel,256 páginas,8h 32m,3.7,53,2,136,0,1,12,0,27
"Antígona, a conspiradora - A tragédia estava escrita em nossos destinos… desde o princípio.",Veronica Roth,160 páginas,5h 20m,3.7,22,1,139,0,0,4,1,19
Amy Winehouse - Arquivo pessoal,Amy Winehouse,300 páginas,10h 0m,4.5,72,6,457,1,2,9,4,34
"Alguma coisa, algum dia -",Amanda Gorman,40 páginas,1h 20m,4.2,15,7,215,1,0,2,2,3
Adriano - Meu maior medo,"Adriano Imperador, Ulisses Neto",504 páginas,16h 48m,4.6,96,14,144,0,2,21,10,59
A Revolução da Biologia Feminina - Biohack – A ciência do rejuvenescimento e vitalidade,Aggie Lal,256 páginas,8h 32m,4.5,8,3,107,1,1,0,2,2
A quadra Raio de Sol (Tudo Pelo Jogo #4) -,Nora Sakavic,364 páginas,12h 8m,4.5,2562,239,1588,11,12,585,422,1976
A Neófita -,Octavia E. Butler,448 páginas,14h 56m,3.4,167,16,825,0,8,32,8,126
A maravilhosa terra dos Snergs (Feéria Clássica) -,E. A. Wyke Smith,336 páginas,11h 12m,4.3,84,15,446,0,1,22,7,56
A lâmina mais cortante -,Rebeca Sousa,272 páginas,9h 4m,4.3,106,25,704,2,9,19,12,64
A hora azul -,Paula Hawkins,288 páginas,9h 36m,3.1,718,69,1788,1,44,196,6,555
A história do ladrão de corpos (Crônicas Vampirescas #4) -,Anne Rice,448 páginas,14h 56m,4,5259,149,4527,8,107,157,8,2900
A Guerra dos Rohirrim - Livro de colorir oficial,Warner Bros.,80 páginas,2h 40m,3,9,1,68,0,0,0,0,1
A Guerra dos Rohirrim - Guia Ilustrado Oficial,Chris Smith,92 páginas,3h 4m,4.2,14,1,111,0,0,2,0,6
A espiã (O Clube do Martini #1) -,Tess Gerritsen,288 páginas,9h 36m,3.9,632,57,1329,0,23,159,21,502
"4 horas para o corpo - Um guia pouco convencional para perder gordura depressa, ter uma vida sexual incrível e se tornar um super-humano",Tim Ferriss,592 páginas,19h 44m,3.8,330,120,957,2,34,18,3,196
Whitman e a Guerra Fria -,Iberê do Nascimento,160 páginas,5h 20m,0,5,0,27,0,0,0,0,0
"Você, de novo -",Kate Goldbeck,384 páginas,12h 48m,3.5,2136,241,5595,6,168,574,101,1688
Vidas e mortes de Alberto Camilo -,Reivanil Ribeiro,192 páginas,6h 24m,3,4,0,23,0,0,2,0,2
Uma vida guiada por Deus -,Juliana Bolzan,144 páginas,4h 48m,0,8,11,138,0,0,0,5,0
Uma carta para meu ex-futuro amor -,Georgia Rodrigues,96 páginas,3h 12m,4.5,21,2,128,1,3,4,4,5
Um Número Muito Errado (Muito Errado #1) -,C. R. Jane,230 páginas,7h 40m,2.9,350,13,284,0,32,62,8,229
Um amor cinco estrelas -,Beth O'Leary,320 páginas,10h 40m,3.7,3545,205,4928,1,162,791,100,2714
Três desejos e uma maldição -,Laura Wood,406 páginas,13h 32m,4.2,293,17,866,0,9,85,32,243
Time - A arte de fazer acontecer com sua equipe + O método GTD aplicado ao ambiente de trabalho,"David Allen, Edward Lamont",288 páginas,9h 36m,3.9,16,10,189,0,1,5,1,9
Tarsila - Os anos secretos,Renata Koraicho,192 páginas,6h 24m,3.8,27,7,283,0,1,3,1,10
Sussurros do passado - Quais segredos estão guardados em seu sangue?,Charlie Donlea,320 páginas,10h 40m,4.1,3043,182,2657,2,26,795,106,2314
SUS Animal: um manifesto -,Alberto Luiz Simões Caldeira,128 páginas,4h 16m,4.9,11,1,116,0,0,0,4,4
Sonny Boy - Autobiografia,Al Pacino,352 páginas,11h 44m,4.5,169,18,335,1,1,39,11,115
Sociopata - Minha história,Patric Gagne,352 páginas,11h 44m,4,630,151,2145,2,43,107,23,474
Só mais uma comédia romântica -,Katelyn Doyle,368 páginas,12h 16m,3.4,2992,245,7052,2,200,635,103,2179
Sherlock Holmes: Um Estudo em Vermelho -,Ian Edginton,152 páginas,5h 4m,4.3,106,4,119,0,1,5,1,24
Sherlock Holmes: O signo dos Quatro -,Ian Edginton,144 páginas,4h 48m,4.2,65,2,120,0,0,1,0,17
Se o amanhã não chegar -,Robbie Couch,336 páginas,11h 12m,3.9,130,12,789,1,6,35,7,93
Saudade -,Phellip Willian,128 páginas,4h 16m,4.6,50,5,152,0,2,12,2,35
Árido - Histórias de outras vidas secas,"Cristhiano Aguiar,  Fabiane Guimarães , José Falero, Tanto Tupiassu, Ana Paula Lisboa",112 páginas,3h 44m,4.1,74,3,242,0,1,19,1,57
Quem está falando na minha cabeça? -,Thaisa Clapham,184 páginas,6h 8m,4.8,23,3,179,0,3,5,1,10
Quase Nunca (Fall Away #6) -,Penelope Douglas,174 páginas,5h 48m,3.6,90,4,229,0,1,17,1,54
"Produtividade saudável - Conquiste mais, previna o burnout e cultive o equilíbrio entre vida pessoal e profissional",Laura Martin,272 páginas,9h 4m,4,7,4,183,0,3,0,1,3
Por trás dos julgamentos -,Marcela Gouveia,176 páginas,5h 52m,4,8,4,59,0,0,1,1,2
Outros mundos - Uma jornada pelos mundos extintos da Terra,Thomas Halliday,384 páginas,12h 48m,4.4,25,11,196,0,2,6,2,20
Os tesouros que deixamos pelo caminho - Como aprender a lidar com nossos traumas pode nos lançar em um resgate da própria potência,Ediane Ribeiro,224 páginas,7h 28m,4.4,72,29,197,2,2,12,3,38
Oferenda à tempestade (Trilogia Baztán #3) -,Dolores Redondo,480 páginas,16h 0m,4.3,14,0,33,0,0,2,1,9
O rei Elfo (Os reis de Avalier #2) -,Leia Stone,256 páginas,8h 32m,3.8,632,41,1278,1,10,122,28,432
O reaparecimento de Rachel Price -,Holly Jackson,544 páginas,18h 8m,4.2,4328,385,6289,4,107,1094,387,3384
O mystério (Clube do Crime #10) -,Coelho Netto,272 páginas,9h 4m,3.6,87,14,354,0,4,25,1,70
O mapa do milhão: os segredos do protagonismo milionário -,João Adolfo de Souza,152 páginas,5h 4m,0,0,0,58,0,1,0,0,0
O jeito certo de errar - Como as falhas nos ensinam a prosperar,Amy C. Edmondson,200 páginas,6h 40m,4.2,22,18,437,2,1,2,0,9
O Grande Durante (Londres Longa #1) -,Alan Moore,384 páginas,12h 48m,3.7,64,19,487,0,15,11,1,48
O Exu que habita em mim - Como a filosofia dos Orixás pode te ensinar a descobrir seu potencial para transformar todas as áreas da sua vida,Vagner Òkè,224 páginas,7h 28m,4.4,320,156,734,5,5,79,25,194
O diário de uma princesa desastrada (O diário de uma princesa desastrada #3) - A maldição das princesas,Maidy Lacerda,304 páginas,10h 8m,4.7,925,56,617,12,7,115,140,404
O Cochilo de Deus -,Raïssa Lettiére,176 páginas,5h 52m,4,82,10,494,1,3,37,2,60
O coach de um trilhão de dólares - O manual de liderança do Vale do Silício,"Eric Schmidt, Jonathan Rosenberg, Alan Eagle",208 páginas,6h 56m,3.6,10,10,44,0,0,1,0,6
O cérebro e a menopausa - A nova ciência revolucionária que está mudando como entendemos a menopausa,Lisa Mosconi,384 páginas,12h 48m,4.2,150,71,368,0,4,24,6,87
O carteirinho -,Manoelton Sousa,44 páginas,1h 28m,0,1,4,69,0,1,0,0,0
Natal em Hogwarts -,J.K. Rowling,40 páginas,1h 20m,4.7,185,5,350,0,1,40,16,132
Nasci Odara -,Ana Marice Ladeia,96 páginas,3h 12m,4.1,20,2,121,0,0,4,1,11
Música lenta -,Rainbow Rowell,336 páginas,11h 12m,3.7,579,44,1697,0,25,151,33,461
Moana (Clássicos Modernos da Disney) -,Sally Morgan,80 páginas,2h 40m,4.1,67,10,281,0,4,23,1,47
Mestre dos Batuques -,José Eduardo Agualusa,224 páginas,7h 28m,4.4,34,3,119,0,0,6,0,25
"Me amo, te amo - Como colocar o amor-próprio em primeiro lugar e criar relações mais saudáveis",María Esclapez,208 páginas,6h 56m,4.3,80,26,455,2,2,17,8,52
Julia de Paraty -,Fabia Terni Leipziger,224 páginas,7h 28m,3.8,14,1,130,0,1,1,1,4
"Johnny, meu amigo robô -",Renata Tambasco,24 páginas,48m,3.8,12,1,55,0,0,0,3,3
Jogos Vorazes: edição ilustrada (Jogos Vorazes #1) -,Suzanne Collins,368 páginas,12h 16m,4.6,419834,11464,222152,951,2931,17621,26,179940
Jane Austen investiga -,Jessica Bull,368 páginas,12h 16m,3.4,48,12,527,1,9,12,4,26
Investigação preliminar em homicídios - da comunicação do fato à recognição visuográfica,Alan Holanda,160 páginas,5h 20m,3.9,24,6,413,1,1,1,1,4
Ikigai - Nova edição - O segredo japonês para uma vida longa e feliz,"Héctor García, Francesc Miralles",208 páginas,6h 56m,3.9,3096,355,3955,6,74,350,9,2114
Hotel Brasil -,Frei Betto,240 páginas,8h 0m,3.5,115,8,343,1,2,16,0,70
Guinness World Records 2025 -,Guinness World Records,100 páginas,3h 20m,5,5,4,27,0,0,0,0,2
Guinness Edição Gamer -,Guinness World Records,100 páginas,3h 20m,5,3,1,36,1,0,0,0,1
Graça e Glória (The Harbinger #3) -,Jennifer L. Armentrout,384 páginas,12h 48m,4,155,14,710,0,3,20,6,92
Garras -,Lis Vilas Boas,368 páginas,12h 16m,4.4,1547,119,1928,2,39,450,270,1342
Fique por Mim (Irmãos Arrowood #4) -,Corinne Michaels,426 páginas,14h 12m,3.9,66,4,163,1,0,1,1,37
Filhos do calvário: Amor e Vida -,"Aparecida Magali de Souza Alvarez, Silvia Alvarez Della Rina",112 páginas,3h 44m,4,10,0,140,0,0,1,1,1
eu quero a árvore que existe - seis reflexões para o mundo real,larinha,288 páginas,9h 36m,4.2,342,136,1276,3,30,82,20,256
Espetáculo de desonra -,Kelly Bowen,272 páginas,9h 4m,4,142,4,280,1,1,22,3,110
Entre feras e espinhos (Feras e Príncipes #1) -,Elizabeth Helen,304 páginas,10h 8m,3.6,1390,88,2505,0,77,301,65,992
Entorpecidos - Como deixar a apatia para trás e voltar a se sentir vivo,Corey Keyes,336 páginas,11h 12m,4,15,3,304,0,5,3,0,7
Ensinamentos para a nova geração cristã -,Luan Simon Cavalcante Gomes,128 páginas,4h 16m,5,8,1,132,1,0,0,1,1
Ellas (Ellas #1) - Uma garota com múltiplas faces - A(s) Novata(s),"Kid Toussaint, Aveline Stokart",96 páginas,3h 12m,4.2,99,4,196,0,2,18,10,88
Educando crianças antirracistas -,Bárbara Carine,48 páginas,1h 36m,4.2,49,0,102,0,0,7,0,25
Dungeons & Drama -,Kristy Boyce,288 páginas,9h 36m,4.2,7857,711,9524,10,122,2368,1055,6524
